wordStem,wordClass,valence,arousal
fassade,N,-0.2,2.222222222
fassen,V,0.058823529,2.052631579
faust,N,-0.823529412,3.210526316
feder,N,1.3,1.666666667
fee,N,2.3,2.444444444
fehde,N,-1.45,3.222222222
fehlen,V,-1.529411765,2.866666667
fehler,N,-1.6,3.19047619
feier,N,2.1,3.4375
feiern,V,2.088235294,3.277777778
feiertag,N,1.9,1.941176471
feigling,N,-1.8,3.352941176
feile,N,0.2,2.421052632
feind,N,-2.147058824,4.15
fenster,N,1.14,1.91
ferien,N,2.6,2.294117647
fernrohr,N,0.77,2.41
fernsehen,N,0.205882353,2.3
ferse,N,0.2,2.125
fessel,N,-1.3,4.05
fest,N,1.852941176,2.888888889
festlegen,V,-0.441176471,2.368421053
festtag,N,2,2.75
festung,N,0.1,3.411764706
fett,N,-1.5,3.5
feucht,A,-0.4,3.45
feuer,N,0.05,3.722222222
feurig,A,0.9,4.157894737
fibel,N,0.4,1.947368421
fichte,N,0.85,1.761904762
fieber,N,-1.8,3.7
figur,N,0.35,2.526315789
film,N,1.5,2.611111111
filmstar,N,1,3.111111111
filter,N,0.1,2.176470588
finale,N,0.9,3.523809524
finden,V,1.352941176,2.526315789
finder,N,0.75,1.894736842
finger,N,0.7,2.105263158
firma,N,0.25,2.444444444
fisch,N,0.36,2.36
flagge,N,0.59,2.5
flamingo,N,1,2.68
flamme,N,0.6,3.315789474
flasche,N,0.45,1.95
flaute,N,-1.05,2.111111111
flegel,N,-0.9,2.368421053
fleisch,N,-0.441176471,3.055555556
flexibel,A,1.7,2.444444444
fliege,N,-0.95,2.157894737
fliegen,V,1.676470588,3.523809524
fließen,V,0.911764706,2.047619048
flirt,N,1.7,4.368421053
floß,N,0.68,3
flöte,N,0.5,2.27
fluch,N,-2.1,3.65
flucht,N,-1.529411765,3.888888889
flüchtling,N,-1.205882353,3.210526316
flughafen,N,0.848484848,3.476190476
flugzeug,N,0.5,3.333333333
flut,N,-0.8,3.619047619
fohlen,N,1.4,2.368421053
föhn,N,0.41,2.27
folge,N,-0.15,2.6
folter,N,-2.8,4.684210526
foltern,V,-2.8,4.444444444
fordern,V,-0.882352941,2.736842105
fördern,V,1.441176471,2.142857143
forderung,N,-0.852941176,2.952380952
förderung,N,1.147058824,2.523809524
form,N,0.352941176,2.222222222
forsch,A,-0.2,3.25
forscher,N,1.088235294,2.666666667
forschung,N,1.058823529,2.80952381
fortsetzen,V,0.852941176,2.333333333
fortuna,N,2.2,2.666666667
foto,N,0.9,3.263157895
fracht,N,0.3,2.6
frage,N,0.15,2.333333333
fragen,V,0.676470588,2.380952381
fraktion,N,-0.764705882,2.263157895
frau,N,1.4,2.5
fräulein,N,-0.352941176,3
fraulich,A,1.5,2.5
freier,N,-1.1,3.444444444
freiheit,N,2.8,4
freitod,N,-2,3.777777778
freizeit,N,2.4,2.882352941
freude,N,2.7,3.411764706
freudig,A,1.9,2.944444444
freudlos,A,-2.2,2.368421053
freuen,V,2.205882353,3.107142857
freund,N,2.558823529,2.052631579
frevel,N,-1.7,3.444444444
friede,N,2.4,1.4
frieden,N,2.529411765,1.611111111
friedhof,N,-1.6,3.166666667
frist,N,-1.2,3.19047619
frisur,N,0.75,2.714285714
froh,A,1.8,2.277777778
fromm,A,0.4,2.3
front,N,-1.647058824,3.5
frosch,N,-0.09,2.82
frühjahr,N,2.029411765,2.444444444
fuchs,N,-0.18,3.5
fühlen,V,2,3.473684211
führer,N,-2.176470588,3.888888889
führung,N,-0.470588235,2.444444444
füllen,V,0.529411765,2.107142857
füller,N,0.73,2.32
fund,N,1,2.666666667
funke,N,0.65,3.105263158
funktionär,N,-1.411764706,2.210526316
furcht,N,-2.2,4.421052632
fürchten,V,-1.647058824,3.857142857
fusion,N,0.8,2.571428571
futter,N,0.85,2.368421053
gabel,N,0.3,2.111111111
galgen,N,-2.2,4.117647059
galle,N,-1.6,2.823529412
ganove,N,-1.4,3.65
gans,N,0.19,2.86
garaus,N,-1.75,3.333333333
garten,N,1.8,1.611111111
gas,N,-1.470588235,3.380952381
gast,N,1.411764706,2.277777778
gatte,N,0.7,3.047619048
gauner,N,-1.35,3.6
gebein,N,-1.15,2.722222222
gebet,N,0.75,2.714285714
gebiet,N,0.1,2.315789474
gebot,N,0.2,2.777777778
geburt,N,1.9,4.176470588
geburtstag,N,1.911764706,3.142857143
gedanke,N,1.5,2.611111111
gedenken,V,0.588235294,2.736842105
gedicht,N,0.7,2.947368421
geduld,N,2,1.823529412
gefahr,N,-1.8,4.380952381
gefährden,V,-1.647058824,3.9
gefallen,V,1.529411765,2.392857143
gefängnis,N,-2.264705882,3.052631579
gefühl,N,2.205882353,3.111111111
gegend,N,0.3,1.944444444
gegensatz,N,0.029411765,3.066666667
gegenteil,N,-0.029411765,2.761904762
gegner,N,-1.4,3.619047619
gehalt,N,1.1,2.777777778
geheim,A,-0.6,3.157894737
geheimnis,N,1.117647059,3.80952381
gehen,V,0.411764706,2.315789474
geheul,N,-1.6,3.7
gehirn,N,1.5,3.277777778
gehören,V,0.058823529,2.210526316
geier,N,-0.5,3.176470588
geige,N,1.5,2.59
geisel,N,-2.2,4.35
geist,N,1.1,2.833333333
geiz,N,-1.6,3.611111111
gejammer,N,-1.7,3.222222222
gekicher,N,0,3.111111111
gelaunt,A,0.1,2.555555556
geld,N,1.6,2.944444444
geldgier,N,-1.2,3.833333333
gelenk,N,0.05,2.315789474
geliebte,N,1.5,3.777777778
gelingen,V,1.676470588,2.578947368
gelten,V,0.294117647,2.052631579
gemein,A,-1.9,3.9
gemeinde,N,0.441176471,2.055555556
gemetzel,N,-2.3,4.333333333
gemse,N,0.7,1.857142857
gemüse,N,1.32,1.82
general,N,-1.352941176,2.833333333
genial,A,2.4,3.5
genie,N,1.9,3.705882353
genießen,V,2.323529412,2.133333333
genosse,N,-0.794117647,2.761904762
gerede,N,-1.1,3.05
gericht,N,-0.939393939,3.428571429
geruch,N,0,2.684210526
gesang,N,1.85,2.05
geschehen,N,0.264705882,2.523809524
geschenk,N,2.3,3.470588235
geschichte,N,0.764705882,2.714285714
geschrei,N,-1.5,3.941176471
gesetz,N,-0.9,2.684210526
gesicht,N,1,2.666666667
gesindel,N,-1.4,3.111111111
gespräch,N,1.441176471,2.666666667
gestalten,V,1.411764706,2.133333333
gestaltung,N,1.147058824,2.476190476
gestank,N,-2.1,3.588235294
geste,N,1.05,2.111111111
gestehen,V,-0.058823529,3.142857143
gesund,A,2.7,1.631578947
gesundheit,N,1.970588235,2.233333333
gewalt,N,-2.7,4.380952381
geweih,N,0.09,2.62
gewicht,N,-0.970588235,3.333333333
gewinn,N,2.1,3.882352941
gewinnen,V,1.676470588,3.210526316
gewissen,N,0.7,3.315789474
gewitter,N,0.6,3.631578947
ghetto,N,-1.7,4.05
giebel,N,0.2,2.157894737
gierig,A,-1.5,3.947368421
gift,N,-2.5,4
giftgas,N,-3,4.222222222
gigant,N,0.35,3.789473684
giraffe,N,1.36,2.82
girlande,N,1.36,2.91
gitarre,N,1.91,3
gitter,N,-0.7,2.619047619
glanz,N,1.8,2.611111111
glas,N,0.64,1.77
glaube,N,0.8,3.105263158
glauben,V,1.088235294,2.631578947
globus,N,0.86,2.32
glocke,N,0.64,2.41
glück,N,2.617647059,2.933333333
glut,N,0.5,3.052631579
gnade,N,1,2.25
gold,N,1.4,2.5
gott,N,1.5,2.5
grab,N,-2.3,3.777777778
granate,N,-2.5,4.0625
grandios,A,2.2,3.444444444
gras,N,0.77,1.59
gratis,A,1.5,2.611111111
grausam,A,-2.2,3.888888889
greifen,V,0.088235294,2.133333333
grenze,N,-0.2,3
greuel,N,-2.15,3.875
grinsen,V,0.9,3.210526316
großmacht,N,-1.852941176,3.714285714
grube,N,-0.95,2.523809524
grund,N,0.5,2.315789474
gründen,V,0.970588235,2.315789474
grundlage,N,0.558823529,2.238095238
grundstück,N,0.764705882,2.033333333
gründung,N,0.705882353,2.473684211
gruppe,N,0.5,2.388888889
gruselig,A,-1.5,3.736842105
gruß,N,1.441176471,1.684210526
gummi,N,0.45,2.333333333
gurgel,N,-1.45,2.722222222
gurke,N,0.8,1.619047619
gurt,N,0.5,1.95
gürtel,N,-0.05,2.23
gutartig,A,2,1.944444444
guttun,V,2,1.578947368
habgier,N,-1.7,3.722222222
hafen,N,1.15,2
hafer,N,0.75,1.473684211
haftung,N,-0.9,2.842105263
hagel,N,-1.1,3
hahn,N,0.41,2.23
hai,N,-0.5,3.333333333
halbtot,A,-2,2.789473684
halle,N,0.2,2.055555556
halunke,N,-1.4,3.5
hammer,N,-0.32,3
hamster,N,0.86,2.41
hand,N,1.205882353,1.777777778
handikap,N,-1.3,3.111111111
hanf,N,-0.3,2.333333333
hängen,V,-0.823529412,2.526315789
hantel,N,-0.27,2.5
harfe,N,1.45,1.5
harmonie,N,2.5,1.764705882
hase,N,1.64,2.82
hassen,V,-2.5,4.444444444
haube,N,-0.1,2.157894737
haus,N,1.264705882,1.833333333
hausfrau,N,0,2.277777778
haushalt,N,-0.1,2.0625
haustier,N,1.2,2.222222222
hebel,N,0.35,2.25
heben,V,0,2.142857143
hefe,N,0.32,1.82
hehlerei,N,-1.4,3.444444444
heide,N,1,1.611111111
heilfroh,A,2.2,2.277777778
heilung,N,2.6,2.352941176
heimat,N,1.7,1.8125
heimkehr,N,1.2,2.722222222
heirat,N,1.05,3.277777778
heiraten,V,1.382352941,3.789473684
heißen,V,0.617647059,2.142857143
heiter,A,1.8,2.65
heizung,N,1.14,1.82
held,N,2.1,3.5
helfen,V,2,3.095238095
helfer,N,1.9,2.421052632
hemd,N,0.68,1.95
hemmnis,N,-1.7,3
henker,N,-2.35,4.235294118
henne,N,0.25,2.058823529
herbst,N,1.1,1.65
herd,N,0.91,2.64
herde,N,0.35,2.388888889
hering,N,-0.05,2.157894737
heroisch,A,0.7,2.894736842
herr,N,-0.294117647,2.555555556
herrschaft,N,-1.941176471,3.157894737
herrschen,V,-1.911764706,3.285714286
herstellen,V,0.676470588,2.052631579
herz,N,2.3,3.277777778
herzlos,A,-2.5,2.263157895
hetzen,V,-1.4,3.947368421
hetzer,N,-1.95,3.833333333
heucheln,V,-1.9,3.888888889
heulen,V,-1.7,3.85
hexe,N,-0.7,3.142857143
hilfe,N,1.3,3
hilflos,A,-1.8,4
himbeere,N,1.95,2.5
himmel,N,2.25,1.65
hinweis,N,0.5,2.470588235
hirsch,N,0.68,2.86
hirse,N,0.4,1.611111111
hirte,N,0.85,2.210526316
hitze,N,-0.75,3.789473684
hobby,N,2.2,2.875
hobel,N,0.3,2.117647059
hochmut,N,-1.4,3.277777778
hochschule,N,0.794117647,3.380952381
hochzeit,N,1,3.5
hocker,N,0.14,1.95
hoffen,V,1.647058824,2.392857143
hoffnung,N,2.2,2.611111111
höhe,N,0.5,3.263157895
höhepunkt,N,1.735294118,4.095238095
holen,V,0.176470588,2
honig,N,1.8,1.5625
horde,N,-1.2,3.2
hormon,N,0.15,3.25
hornisse,N,-1.86,3.73
horoskop,N,-0.1,2.888888889
horror,N,-2.15,4.388888889
hose,N,0.77,2
hotel,N,1.15,2.5
huhn,N,-0.09,2.43
human,A,1.9,2.05
hummer,N,-0.09,2.55
humor,N,2.15,3.8125
humorlos,A,-2.1,2.263157895
hunger,N,-0.6,3.631578947
hupe,N,-0.82,3.45
hure,N,-1.3,3.777777778
hypnose,N,0,3.166666667
hypothek,N,-1.6,3.055555556
ideell,A,1.2,2.473684211
idiot,N,-2,3.176470588
idylle,N,2.5,1.823529412
igel,N,0.73,2.55
iglu,N,0.64,2.68
illegal,A,-2,3.526315789
imker,N,1,2.166666667
impfung,N,-0.1,2.833333333
import,N,0.55,1.842105263
impuls,N,1,3.631578947
industrie,N,-0.647058824,2.523809524
inferno,N,-1.8,4.277777778
inhalt,N,0,2.25
initiative,N,1.411764706,3.315789474
insekt,N,-0.45,3
insel,N,2.05,2.166666667
instinkt,N,0.7,3.526315789
instrument,N,1.176470588,3.315789474
intensiv,A,1,3.894736842
interesse,N,1.617647059,3.19047619
intim,A,1.3,3.789473684
intrige,N,-2.2,3.875
irre,A,-1.5,3.777777778
irrlehre,N,-1.6,3.333333333
irrsinn,N,-2.1,4.125
irrtum,N,-1.058823529,3.222222222
islam,N,-0.05,3.055555556
jacke,N,0.68,2.18
japan,N,0.25,2.111111111
jauche,N,-1.9,3.157894737
jawort,N,1,2.842105263
jazz,N,0.8,3.578947368
job,N,1.1,3.476190476
jubel,N,2,3.647058824
jugend,N,1.55,3.294117647
junge,N,0.8,2.80952381
jungfrau,N,0.3,2.294117647
justiz,N,0.1,3.333333333
juwel,N,1.5,2.842105263
kabel,N,-0.3,2.25
käfer,N,-0.68,2.91
kaffee,N,1.4,2.277777778
käfig,N,-1.86,3.27
kakao,N,1.65,1.529411765
kaktee,N,0.27,2.36
kaktus,N,0.5,2.428571429
kalorie,N,-0.8,2.842105263
kamel,N,1.1,2.277777778
kamera,N,1.5,3
kamerad,N,1.5,2.4375
kamin,N,1.65,1.5
kamm,N,0.23,1.91
kammer,N,-0.823529412,2.052631579
kampf,N,-1.6,4.047619048
kämpfen,V,-0.647058824,3.761904762
kampflos,A,-0.6,2.315789474
kanal,N,-0.6,2.19047619
kandidatur,N,-0.352941176,2.8
känguruh,N,1.18,2.95
kanne,N,0.6,1.684210526
kanon,N,0.7,2
kanone,N,-1.77,3.91
kante,N,-0.5,2.611111111
kanzel,N,-0.85,1.947368421
kanzler,N,-1.029411765,2.444444444
kappe,N,-0.1,2.055555556
karaffe,N,0.41,1.95
kargheit,N,-1.4,2.588235294
karriere,N,1.9,3.176470588
karte,N,0.8,2.368421053
kartei,N,-0.5,2
karton,N,0,1.842105263
käse,N,0.95,2.32
kasino,N,0.5,2.473684211
kasperl,N,1.23,2.82
kasse,N,-0.15,2.333333333
kassette,N,0.41,2.09
kastanie,N,0.91,2.14
kater,N,1,2.611111111
katze,N,1.45,2.111111111
kauf,N,0.558823529,3
kaufen,V,0.823529412,3.157894737
kegel,N,0.35,2
kehle,N,-0.15,3.210526316
kehren,V,-0.558823529,2.2
keks,N,1.91,2.36
keller,N,0,2.722222222
kennen,V,1.117647059,2.368421053
kenntnis,N,1.147058824,2.222222222
kerbe,N,-0.2,2.55
kerker,N,-1.9,4.058823529
kerze,N,1.5,1.647058824
kette,N,0.45,2.833333333
ketzer,N,-1.45,3.777777778
keule,N,-1.3,2.944444444
kichern,V,0.7,2.962962963
kiefer,N,0.6,1.842105263
kiesel,N,0.5,1.611111111
killer,N,-2.4,4.294117647
kind,N,1.8,2.444444444
kiosk,N,0.8,2.047619048
kirche,N,0.05,2.333333333
kirsche,N,2.18,2.73
kissen,N,1.65,1.647058824
kiste,N,0.45,1.888888889
kitsch,N,-1.2,2.5
klage,N,-1.55,3.470588235
klang,N,1.3,1.578947368
klären,V,1.058823529,2.761904762
klarheit,N,2.2,2.235294118
klasse,N,0.470588235,2.722222222
klassik,N,0.7,3.052631579
klaue,N,-1.2,3.45
klauen,V,-2,3.631578947
klavier,N,1.91,2.36
klee,N,1.8,1.388888889
klette,N,-0.9,2.263157895
klient,N,-0.2,2.789473684
klima,N,0.25,2.210526316
klinge,N,-1.3,3.684210526
klingel,N,0.14,2.73
klinik,N,-1,3.3
klinke,N,0.23,1.91
klippe,N,0.1,3.388888889
klischee,N,-1,3.380952381
kloster,N,0.058823529,1.833333333
klugheit,N,2.3,2.8125
knabe,N,0.55,2.157894737
knausern,V,-1.2,2.105263158
knebel,N,-1.55,3.95
knebeln,V,-1.5,3.722222222
kneipe,N,1.3,2.444444444
knochen,N,-0.86,2.95
knospe,N,1.65,2.176470588
koalition,N,-0.617647059,2.285714286
kobold,N,0.6,2.473684211
kobra,N,-0.8,3.631578947
koffer,N,0.7,2.315789474
kohle,N,0.15,2.555555556
kohlrabi,N,0.09,2.09
kollaps,N,-1.9,4.222222222
kollege,N,0.705882353,2.619047619
kollektiv,N,0,2.894736842
komet,N,1.1,3.4
komfort,N,2,1.823529412
komik,N,1.45,3.055555556
komisch,A,0.7,2.578947368
komitee,N,-0.823529412,2.666666667
komma,N,-0.35,1.941176471
kommen,V,1.117647059,2.631578947
kommission,N,-1,2.052631579
kommode,N,0.64,1.82
kommunist,N,-0.617647059,2.894736842
kompass,N,0.68,2.55
komplize,N,-1.1,3.444444444
komplott,N,-1.9,3.705882353
kondom,N,0.91,3.45
konflikt,N,-1.6,3.666666667
konkurrenz,N,-1.058823529,3.263157895
konkurs,N,-1.8,3.294117647
können,V,1.676470588,2.736842105
konsequenz,N,-0.558823529,3.476190476
kontakt,N,1.4,2.777777778
konto,N,0.5,3.333333333
kontrolle,N,-1.029411765,2.684210526
konzert,N,1.794117647,2.5
kopflos,A,-1.3,3.105263158
kopie,N,0.05,1.944444444
koran,N,-0.25,3
korb,N,0.41,1.86
korrupt,A,-1.9,3.421052632
kosmetik,N,0.3,2.176470588
kosten,V,-1.529411765,2.952380952
kraft,N,1.382352941,3
kraftlos,A,-1.6,2.722222222
kralle,N,-1,2.684210526
krank,A,-2,3.368421053
krankheit,N,-1.735294118,3.766666667
kranz,N,0.86,2.23
krawatte,N,0.14,2.27
kreativ,A,2.6,2.944444444
kredit,N,-1.235294118,3.277777778
kreide,N,-0.32,2.09
kreis,N,0.382352941,1.888888889
kreisel,N,0.68,2.86
kreuz,N,0.5,2.421052632
krieg,N,-2.9,4.571428571
kriegen,V,-0.5,3.19047619
krimi,N,0.6,3.263157895
krise,N,-1.9,3.619047619
kritik,N,-0.8,3.428571429
krokodil,N,-0.95,4
krokus,N,1.4,1.9
krone,N,1.15,2.555555556
krücke,N,-1.95,3.45
kruzifix,N,0.6,2.80952381
kuchen,N,1.6,2
kugel,N,0.45,2
kuhle,N,-0.05,1.8
küken,N,1.77,3.05
kult,N,-0.1,2.833333333
kultur,N,1.5,2.421052632
kummer,N,-1.9,3.6875
kümmern,V,1.323529412,1.857142857
kumpan,N,1.15,2.1
kunde,N,0.35,2.3
kündigen,V,-1.088235294,2.894736842
kunst,N,1.823529412,2.444444444
künstler,N,1.794117647,2.888888889
kupfer,N,0.5,1.944444444
kuppe,N,0.05,2.222222222
kürbis,N,0.5,2.36
kurort,N,0.75,2.19047619
kurve,N,0.05,2.823529412
küssen,V,2.617647059,3.178571429
küste,N,2,1.833333333
kutsche,N,1.27,2.45
labil,A,-1.5,3.05
labor,N,-0.15,2.578947368
lächeln,V,2.294117647,2.357142857
lachen,V,2.647058824,2.833333333
ladung,N,0.15,2.764705882
lage,N,-0.058823529,1.833333333
lager,N,0.1,2.111111111
laken,N,0.45,1.894736842
lampe,N,0.85,2.142857143
landschaft,N,2,2.842105263
lanze,N,-0.55,2.619047619
larve,N,-0.4,2.736842105
last,N,-1.676470588,3.388888889
laster,N,-1.05,3.222222222
latein,N,-0.15,2.263157895
laterne,N,1.24,2.19
laube,N,1.3,1.75
lauer,N,-0.6,2.476190476
laufbahn,N,1,2.277777778
laufen,V,0.764705882,2.047619048
lauge,N,-0.4,2.35
laune,N,0.6,3.157894737
launisch,A,-1.9,3.222222222
laut,A,-0.8,3.473684211
lawine,N,-1,4.1
leben,N,2.382352941,2.666666667
lebendig,A,2.5,3.055555556
leblos,A,-2.3,3.5
leder,N,0.5,2.238095238
leere,N,-1.05,2.421052632
legen,V,0.205882353,1.842105263
lehre,N,0.65,2.80952381
lehrer,N,0.05,2.444444444
lehrerin,N,-0.2,2.666666667
lehrhaft,A,0.5,2.444444444
lehrjahr,N,-0.5,2.277777778
lehrling,N,-0.1,2.8125
lehrzeit,N,-0.4,2.388888889
leib,N,0.8,2.80952381
leiche,N,-2.45,4.142857143
leichnam,N,-2.4,3.941176471
leichte,N,0.8,2.095238095
leid,N,-2,4.166666667
leiden,V,-1.941176471,3.833333333
leiern,V,-1.2,1.894736842
leim,N,0,2.111111111
leine,N,0,2.5
leinwand,N,0.4,1.941176471
leisten,V,0.617647059,2.428571429
leistung,N,1.8,3.111111111
leitbild,N,0.3,2.352941176
leiter,N,0.25,2.25
leittier,N,-0.1,2.352941176
lektion,N,-0.4,2.941176471
lende,N,0.7,2.523809524
lenkbar,A,0,2.611111111
lenken,V,-0.029411765,2.333333333
lenker,N,0.32,2
lenkrad,N,0.4,2.0625
lenkung,N,0.5,2.352941176
lenz,N,1.3,1.944444444
leopard,N,1.3,3.333333333
lepra,N,-2.4,4
lerche,N,1.2,1.65
lernbar,A,1.3,2
lernen,V,0.8,2.526315789
lesebuch,N,0.6,2.736842105
leser,N,1.3,2.111111111
lesesaal,N,0,1.333333333
lesung,N,0.4,2
letzte,A,-1.2,3.157894737
leuchte,N,1.3,2.388888889
leuchten,V,1.8,2.5
leugnen,V,-1.7,3.5
leugnung,N,-1.7,3.333333333
leumund,N,-0.6,1.684210526
leute,N,0.75,2.894736842
lexikon,N,0.3,2.5625
liaison,N,1,3.166666667
libelle,N,1.1,1.888888889
liberal,A,1.3,2.157894737
licht,N,2,2.611111111
lichtung,N,1.3,2.111111111
lid,N,0.2,1.842105263
lieb,A,2.2,2.166666667
liebe,N,2.9,3.631578947
liebelei,N,0.9,3.904761905
lieben,V,2.705882353,3.666666667
lieblos,A,-2.3,3.277777778
liebreiz,N,1.7,3.058823529
lied,N,1.6,1.944444444
liefern,V,0.6,2.107142857
liege,N,1.3,1.526315789
liegen,V,0.823529412,2.238095238
lift,N,0.4,2.555555556
lilie,N,1,1.611111111
limit,N,-0.7,3.142857143
limonade,N,1.4,1.666666667
linde,N,1.35,1.444444444
lindern,V,1.3,1.714285714
lineal,N,0.3,2.052631579
linie,N,0.1,1.842105263
linse,N,0.5,1.944444444
lippe,N,1.55,2.333333333
liquide,A,1,1.894736842
list,N,-0.5,3.277777778
liste,N,-0.35,2.4
listig,A,-0.4,3.210526316
litanei,N,-0.5,2.5
liter,N,0.5,1.888888889
literatur,N,1.852941176,3.047619048
lizenz,N,0.2,2.842105263
lob,N,2,2.666666667
lobby,N,0.2,2.526315789
loben,V,1.8,2.25
loblied,N,2,2.235294118
loch,N,-0.9,2.428571429
locher,N,-0.14,1.82
locken,V,0,2.888888889
lodern,V,-0.3,3.111111111
löffel,N,0.59,2.14
logik,N,1.15,2.35
logisch,A,1.2,1.789473684
lohn,N,1.5,2.722222222
lorbeer,N,1.4,2.111111111
lösen,V,1.058823529,2.631578947
lossagen,V,-0.3,2.157894737
losung,N,0,2.764705882
lösung,N,1.529411765,2.388888889
lotse,N,0.65,2.238095238
lotterie,N,0.4,3.222222222
lotto,N,0.25,2.473684211
lotus,N,1.45,1.888888889
löwe,N,0.36,4.05
loyal,A,2.1,2.105263158
luder,N,-1.1,3.75
luft,N,2.2,2.222222222
luftloch,N,-0.6,3.047619048
luftraum,N,0.6,2.105263158
lug,N,-2,2.421052632
lüge,N,-2.117647059,4.055555556
lukrativ,A,1.7,2.5
lump,N,-1.4,2.888888889
lunge,N,0.3,2.777777778
lupe,N,0,2.294117647
lust,N,2.1,3.666666667
lustlos,A,-1.5,2.277777778
lutschen,V,0.6,2.392857143
lutscher,N,1.14,2.59
luxus,N,1.7,2.941176471
lynchen,V,-2.6,4.210526316
lyrik,N,0.7,3.157894737
machen,V,0.735294118,2.526315789
macher,N,1.1,2.95
macht,N,0.1,4.15
machtlos,A,-2,3
mädchen,N,1.323529412,2.666666667
madeira,N,1.4,2.611111111
madonna,N,1,2.555555556
mafia,N,-1.8,4.157894737
magazin,N,0.5,2.352941176
magd,N,-0.3,2.777777778
magen,N,0.5,2.428571429
mager,A,-1.2,3.25
magie,N,0.75,3.210526316
magier,N,1,3.421052632
magisch,A,1.2,2.789473684
magma,N,0,3.052631579
magnet,N,0.6,2.210526316
mahl,N,1.1,2.055555556
mahlzeit,N,1.4,2.111111111
mahnen,V,-1.3,3.055555556
mahnmal,N,-1,3.523809524
mahnung,N,-1.4,3.944444444
mai,N,1.7,2.368421053
maibaum,N,0.8,2.142857143
mais,N,0.9,2.210526316
